"Tenid","CondType","CondNo","Seq","CondText","CategoryId"
"L38/303","Condition","5","5","Wherever any part of a road intersects an existing fence, the holder shall where necessary construct a gate or livestock grid having such dimensions and be constructed of such materials and be of such standard as agreed with the pastoralist or as determined by the Environmental Officer, DMIRS.",0
"G26/59","Condition","2","2","Compliance with the provisions of the Aboriginal Heritage Act, 1972 to ensure that no action is taken which would interfere or damage any Aboriginal site.",0
"G52/277","Condition","26","27","Mining operations in Public Drinking Water Source Areas must use dry soil extraction methods and leave an undisturbed soil profile above maximum groundwater levels as follows:
* Priority 1 area - 3 metres
* Priority 2 area - 2 metres
* Priority 3 area - 2 metres
* Future Public Drinking Water Source areas or Priority not determined areas - 3 metres.",0
"M08/114","Condition","2","2","Compliance with the provisions of the Aboriginal Heritage Act, 1972 to ensure that no action is taken which is likely to interfere with or damage any Aboriginal site.",0
"M51/132","Condition","27","57","The lessee within three months of imposition submitting a water management plan for Twelve Mile Creek to the State Mining Engineer for his assessment in consultation with the Water Authority of WA - Mid West Region and his written approval.",0
"M08/477","Condition","17","19","The Lessee submitting to the Executive Director, Environment Division, DMP, a brief annual report outlining the project operations, minesite environmental management and rehabilitation work undertaken in the previous 12 months and the proposed operations, environmental management plans and rehabilitation programmes for the next 12 months. This report to be submitted each year in:
* August.",0
"L47/890","Endorsement","10","29","Advice shall be sought from the Department of Water and Environmental Regulation (DWER) and the relevant water service provider if proposing activity in respect to the licence purpose in an existing or designated future irrigation area, or within 50 meters of a channel, drain or watercourse from which water is used for irrigation or any other purpose, and the proposed activity may impact water users.",0
"P27/2198","Condition","6","6","The Licensee or transferee, as the case may be, shall within thirty (30) days of receiving written notification of:-
* the grant of the Licence; or
* registration of a transfer introducing a new Licensee;
advise, by registered post, the holder of any underlying pastoral or grazing lease details of the grant or transfer.",0
"L52/115","Condition","22","23","Activities requiring the abstraction of groundwater are prohibited unless a bore construction and abstraction licence has been granted by the Department of Water.",0
"P25/2353","Condition","3","3","Unless the written approval of the Environmental Officer, DMIRS is first obtained, the use of drilling rigs, scrapers, graders, bulldozers, backhoes or other mechanised equipment for surface disturbance or the excavation of costeans is prohibited. Following approval, all topsoil being removed ahead of mining operations and separately stockpiled for replacement after backfilling and/or completion of operations.",0
"P38/4253","Condition","","5","Consent to prospect on Water Reserve (WR 3) granted by the Minister responsible for the Mining Act 1978 subject to the following endorsements:",0
"P39/5549","Endorsement","4","11","The rights of ingress to and egress from the mining tenement being at all reasonable times preserved to officers of Department of Water (DoW) for inspection and investigation purposes.",0
"M45/1191","Endorsement","5","38","The Lessee pursuant to the approval of the Minister responsible for the Mining Act 1978 under Section 111 of the Mining Act 1978 is authorised to work and mine for iron.",0
"L25/50","Condition","8","8","All topsoil that may be removed ahead of pipelaying operations to be stockpiled for replacement in accordance with the directions of the Environmental Officer, Department of Mines and Petroleum.",0
"M16/36","Condition","35","44","The construction and operation of the project and measures to protect the environment to be carried out in accordance with the document titled:
* (MCP Reg ID 71090) ""Kunanalling Mine Closure Plan"" dated 12 January 2018 signed by Andrew Millar - General Manager, and retained on Department of Mines, Industry Regulation and Safety File No. EARS-MCP-71090 as Doc ID 5483212
Where a difference exists between the above document(s) and the following conditions, then the following conditions shall prevail.",0
"E46/1265","Condition","6","6","No interference with Geodetic Survey Stations SSM-R 424, SSM-R 425 and SSM-R 621 and mining within 15 metres thereof being confined to below a depth of 15 metres from the natural surface.",0
"M46/486","Endorsement","5","16","The Lessee attention is drawn to the provisions of the:
* Waterways Conservation Act, 1976
* Rights in Water and Irrigation Act, 1914
* Metropolitan Water Supply, Sewerage and Drainage Act, 1909
* Country Areas Water Supply Act, 1947
* Water Agencies (Powers) Act 1984
* Water Resources Legislation Amendment Act 2007",0
"L28/57","Condition","26","32","The Licensee submitting to the Executive Director, Resource and Environmental Compliance Division, DMIRS, an Annual Environmental Report (AER) outlining the project operations during the previous 12 months, and the results of monitoring undertaken to demonstrate the level of achievementof the performance criteria from the approved Mining Proposal and the completion criteria from the approved Mine Closure Plan. The AER to be submitted each year in:
* February",0
"M47/1475","Condition","9","9","Where, prior to commencing any development or productive mining or construction activity, the grantee party submits a plan of proposed operations and measures to safeguard the environment or any addendums thereafter to the Department of Mines and Petroleum for assessment and written approval; the grantee party must at the same time give to the native title party, through their authorised representative, a copy of the proposal or addendums, excluding sensitive commercial data, and a plan showing the location of the proposed mining operations and related infrastructure, including proposed access routes.",0
"M53/327","Condition","17","26","Within 1 month of the completion of the construction of the tailings impoundment starter bund/embankment, a detailed construction report by an engineering/geotechnical specialist shall be submitted to the State Mining Engineer to certify that the construction satisfies the design intent. The report shall include the results of any roller compaction trials, the basis of any method specification adopted, the results of all construction quality control and soil testing records, and shall also present as-built drawings for the embankment earthworks and pipework.",0
"M20/455","Condition","7","7","The lessee notifying the holder of any underlying pastoral or grazing lease by telephone or in person, or by registered post if contact cannot be made, prior to undertaking airborne geophysical surveys or any ground disturbing activities utilising equipment such as scrapers, graders, bulldozers, backhoes, drilling rigs; water carting equipment or other mechanised equipment.",0
